"filename", "language", "Python", "C++", "CUDA C++", "YAML", "JSON", "XML", "Log", "comment", "blank", "total"
"/home/echoz/upload_code/dual_arm_dq_controller/111.py", "Python", 35, 0, 0, 0, 0, 0, 0, 4, 1, 40
"/home/echoz/upload_code/dual_arm_dq_controller/b_urdf_structs_example.py", "Python", 33, 0, 0, 0, 0, 0, 0, 4, 1, 38
"/home/echoz/upload_code/dual_arm_dq_controller/common/math_extension.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/dq._kerner.cu", "CUDA C++", 0, 0, 1143, 0, 0, 0, 0, 86, 134, 1363
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/dq.cpp", "C++", 0, 116, 0, 0, 0, 0, 0, 0, 4, 120
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/dq_cooperativedualtaskspace.py", "Python", 140, 0, 0, 0, 0, 0, 0, 16, 6, 162
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/dq_cop_test.py", "Python", 44, 0, 0, 0, 0, 0, 0, 15, 3, 62
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/dq_torch.py", "Python", 228, 0, 0, 0, 0, 0, 0, 45, 31, 304
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/include/dq_utils.h", "C++", 0, 27, 0, 0, 0, 0, 0, 0, 2, 29
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/install.log", "Log", 0, 0, 0, 0, 0, 0, 4591, 0, 34, 4625
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/setup.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/cpu_dq_cop.py", "Python", 38, 0, 0, 0, 0, 0, 0, 7, 2, 47
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/dq_cooperativedualtaskspace.py", "Python", 98, 0, 0, 0, 0, 0, 0, 20, 7, 125
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/dq_cop_test.py", "Python", 43, 0, 0, 0, 0, 0, 0, 15, 3, 61
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/dq_cop_test_new.py", "Python", 46, 0, 0, 0, 0, 0, 0, 18, 3, 67
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/dq_torch.py", "Python", 228, 0, 0, 0, 0, 0, 0, 45, 31, 304
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_ad.py", "Python", 27, 0, 0, 0, 0, 0, 0, 2, 2, 31
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_conj.py", "Python", 20, 0, 0, 0, 0, 0, 0, 2, 2, 24
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_d.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_dq_exp.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_dq_inv.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_dq_log.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_dq_normalize.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_dq_sqrt.py", "Python", 33, 0, 0, 0, 0, 0, 0, 2, 1, 36
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_haminus8.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_hamiplus8.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_im.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_multi.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 3, 30
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_norm.py", "Python", 23, 0, 0, 0, 0, 0, 0, 2, 2, 27
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_p.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_re.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_rotation_angle.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_rotation_axis.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/test/test_translation.py", "Python", 27, 0, 0, 0, 0, 0, 0, 2, 2, 31
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_kernel/torch_inv_and_cupy_inv_test.py", "Python", 22, 0, 0, 0, 0, 0, 0, 2, 5, 29
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_test/dq._kerner.cu", "CUDA C++", 0, 0, 45, 0, 0, 0, 0, 36, 10, 91
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_test/dq.cpp", "C++", 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_test/include/utils.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_test/setup.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dq_test/test.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/cpu_dq_robotics.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/cpu_dq_test.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/dq.py", "Python", 180, 0, 0, 0, 0, 0, 0, 61, 44, 285
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/dq_cooperativedualtaskspace.py", "Python", 40, 0, 0, 0, 0, 0, 0, 0, 13, 53
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/dq_kinematics.py", "Python", 27, 0, 0, 0, 0, 0, 0, 6, 8, 41
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/dq_serialmanipulator.py", "Python", 77, 0, 0, 0, 0, 0, 0, 9, 23, 109
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/dq_serialmanipulatordh.py", "Python", 80, 0, 0, 0, 0, 0, 0, 6, 15, 101
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/dq_serialmanipulatordh_test.py", "Python", 35, 0, 0, 0, 0, 0, 0, 11, 1, 47
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/dq_test.py", "Python", 14, 0, 0, 0, 0, 0, 0, 3, 2, 19
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/dq_test_new.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/dq_utils.py", "Python", 192, 0, 0, 0, 0, 0, 0, 60, 29, 281
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi/test.py", "Python", 12, 0, 0, 0, 0, 0, 0, 1, 2, 15
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/cpu_dq_cop.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 2, 39
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/cpu_dq_robotics.py", "Python", 14, 0, 0, 0, 0, 0, 0, 2, 1, 17
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/cpu_dq_test.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/dq_cooperativedualtaskspace.py", "Python", 140, 0, 0, 0, 0, 0, 0, 16, 6, 162
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/dq_cop_test.py", "Python", 43, 0, 0, 0, 0, 0, 0, 15, 2, 60
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/dq_kinematics.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 8, 31
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/dq_serialmanipulator.py", "Python", 59, 0, 0, 0, 0, 0, 0, 17, 24, 100
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/dq_serialmanipulatordh.py", "Python", 91, 0, 0, 0, 0, 0, 0, 14, 18, 123
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/dq_serialmanipulatordh_test.py", "Python", 38, 0, 0, 0, 0, 0, 0, 12, 3, 53
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/dq_test.py", "Python", 21, 0, 0, 0, 0, 0, 0, 5, 2, 28
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/dq_test_new.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/dq_torch.py", "Python", 218, 0, 0, 0, 0, 0, 0, 55, 32, 305
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/m.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_dqmppi_new/test.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 10
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_planning/bullet_robot_ros.py", "Python", 116, 0, 0, 0, 0, 0, 0, 10, 13, 139
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_planning/dual_arm_node_ros2.py", "Python", 218, 0, 0, 0, 0, 0, 0, 31, 34, 283
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_planning/new_planning.py", "Python", 369, 0, 0, 0, 0, 0, 0, 66, 50, 485
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_planning/new_planning_adp.py", "Python", 387, 0, 0, 0, 0, 0, 0, 57, 55, 499
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_planning/new_planning_adp_ros.py", "Python", 403, 0, 0, 0, 0, 0, 0, 42, 54, 499
"/home/echoz/upload_code/dual_arm_dq_controller/cuda_planning/new_planning_efe.py", "Python", 456, 0, 0, 0, 0, 0, 0, 78, 66, 600
"/home/echoz/upload_code/dual_arm_dq_controller/curobo_model/dual_arm_collision_env.yml", "YAML", 0, 0, 0, 16, 0, 0, 0, 0, 6, 22
"/home/echoz/upload_code/dual_arm_dq_controller/curobo_model/dual_arm_model.yml", "YAML", 0, 0, 0, 120, 0, 0, 0, 0, 7, 127
"/home/echoz/upload_code/dual_arm_dq_controller/curobo_model/dual_arm_model/dual_arm_model.urdf", "XML", 0, 0, 0, 0, 0, 459, 0, 26, 9, 494
"/home/echoz/upload_code/dual_arm_dq_controller/dual_arm_model/dual_arm.yaml", "YAML", 0, 0, 0, 109, 0, 0, 0, 11, 9, 129
"/home/echoz/upload_code/dual_arm_dq_controller/dual_arm_model/dual_arm_collision_checker.py", "Python", 20, 0, 0, 0, 0, 0, 0, 9, 5, 34
"/home/echoz/upload_code/dual_arm_dq_controller/dual_arm_model/dual_arm_model.urdf", "XML", 0, 0, 0, 0, 0, 459, 0, 26, 9, 494
"/home/echoz/upload_code/dual_arm_dq_controller/dual_arm_model/dual_arm_model.yml", "YAML", 0, 0, 0, 136, 0, 0, 0, 0, 9, 145
"/home/echoz/upload_code/dual_arm_dq_controller/dual_arm_model/dual_arm_model_display.py", "Python", 104, 0, 0, 0, 0, 0, 0, 24, 33, 161
"/home/echoz/upload_code/dual_arm_dq_controller/dual_arm_model/helper.py", "Python", 120, 0, 0, 0, 0, 0, 0, 21, 30, 171
"/home/echoz/upload_code/dual_arm_dq_controller/dual_arm_model/ur3/ur3.urdf", "XML", 0, 0, 0, 0, 0, 280, 0, 31, 1, 312
"/home/echoz/upload_code/dual_arm_dq_controller/dual_arm_model/ur3e/ur3e.urdf", "XML", 0, 0, 0, 0, 0, 289, 0, 76, 1, 366
"/home/echoz/upload_code/dual_arm_dq_controller/install.log", "Log", 0, 0, 0, 0, 0, 0, 27, 0, 1, 28
"/home/echoz/upload_code/dual_arm_dq_controller/model/object/plane.urdf", "XML", 0, 0, 0, 0, 0, 31, 0, 0, 0, 31
"/home/echoz/upload_code/dual_arm_dq_controller/model/plane/plane.urdf", "XML", 0, 0, 0, 0, 0, 31, 0, 0, 0, 31
"/home/echoz/upload_code/dual_arm_dq_controller/model/ur3/ur3.urdf", "XML", 0, 0, 0, 0, 0, 280, 0, 31, 1, 312
"/home/echoz/upload_code/dual_arm_dq_controller/model/ur3e/ur3e.urdf", "XML", 0, 0, 0, 0, 0, 289, 0, 76, 1, 366
"/home/echoz/upload_code/dual_arm_dq_controller/model_new/ur3.yml", "YAML", 0, 0, 0, 83, 0, 0, 0, 0, 7, 90
"/home/echoz/upload_code/dual_arm_dq_controller/model_new/ur3/ur3.urdf", "XML", 0, 0, 0, 0, 0, 280, 0, 33, 1, 314
"/home/echoz/upload_code/dual_arm_dq_controller/model_new/ur3e/ur3e.urdf", "XML", 0, 0, 0, 0, 0, 289, 0, 76, 1, 366
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/barebone_mppi_numba.ipynb", "JSON", 0, 0, 0, 0, 858, 0, 0, 0, 1, 859
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/dstar.py", "Python", 178, 0, 0, 0, 0, 0, 0, 0, 32, 210
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/lqr_planner.py", "Python", 99, 0, 0, 0, 0, 0, 0, 6, 45, 150
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/mppi.py", "Python", 258, 0, 0, 0, 0, 0, 0, 42, 64, 364
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/mppi_adp.py", "Python", 266, 0, 0, 0, 0, 0, 0, 42, 64, 372
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/mppi_adp_multi.py", "Python", 271, 0, 0, 0, 0, 0, 0, 28, 27, 326
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/mppi_adp_multi_bullet.py", "Python", 644, 0, 0, 0, 0, 0, 0, 68, 76, 788
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/mppi_adp_multi_bullet_new.py", "Python", 691, 0, 0, 0, 0, 0, 0, 63, 83, 837
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/mppi_example.py", "Python", 262, 0, 0, 0, 0, 0, 0, 62, 73, 397
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/mppi_example2.py", "Python", 77, 0, 0, 0, 0, 0, 0, 4, 24, 105
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/rrt.py", "Python", 253, 0, 0, 0, 0, 0, 0, 11, 58, 322
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/rrt_pin.py", "Python", 375, 0, 0, 0, 0, 0, 0, 46, 66, 487
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/rrt_star.py", "Python", 234, 0, 0, 0, 0, 0, 0, 7, 41, 282
"/home/echoz/upload_code/dual_arm_dq_controller/motion_planning/ziyouneng.py", "Python", 55, 0, 0, 0, 0, 0, 0, 4, 19, 78
"/home/echoz/upload_code/dual_arm_dq_controller/number_test.py", "Python", 266, 0, 0, 0, 0, 0, 0, 28, 28, 322
"/home/echoz/upload_code/dual_arm_dq_controller/test1.py", "Python", 257, 0, 0, 0, 0, 0, 0, 27, 21, 305
"/home/echoz/upload_code/dual_arm_dq_controller/test2.py", "Python", 258, 0, 0, 0, 0, 0, 0, 27, 20, 305
"/home/echoz/upload_code/dual_arm_dq_controller/test3.py", "Python", 21, 0, 0, 0, 0, 0, 0, 7, 7, 35
"/home/echoz/upload_code/dual_arm_dq_controller/tora.py", "Python", 36, 0, 0, 0, 0, 0, 0, 10, 9, 55
"/home/echoz/upload_code/dual_arm_dq_controller/trace.json", "JSON", 0, 0, 0, 0, 965244, 0, 0, 0, 1, 965245
"Total", "-", 9585, 161, 1188, 464, 966102, 2687, 4618, 1846, 1726, 988377